Reading isolectic sets from input file: /home/jdellert/synchro/arb/lty/smp-frontiers/experiments/breathing/francois2008-isolectic-areas.tsv
Will write semantic map in DOT format to output files with prefix /home/jdellert/synchro/arb/lty/smp-frontiers/experiments/breathing/francois2008
Extracted isolectic sets from 12 languages.
Proceeding to separating set size 0, 335 potentially deletable links left.
    successful independence test, link (LIFE,SUPERNATURAL BEING) can be removed by conditioning on [PUFF OF BREATH]
    successful independence test, link (LIFE,SUPERNATURAL BEING) can be removed by conditioning on [VITAL FORCE]
  Attempting to separate pair LIVING BEING-VITAL FORCE using the 17 neighbors of LIVING BEING and VITAL FORCE on connecting paths, forming 17 separating set candidates
      Reduced link strength: 0.0
    successful independence test, link (LIVING BEING,VITAL FORCE) can be removed by conditioning on [ACT OF BREATHING]
    successful independence test, link (LIVING BEING,VITAL FORCE) can be removed by conditioning on [MIND]
  Attempting to separate pair ACT OF BREATHING-LIVING BEING using the 15 neighbors of ACT OF BREATHING and LIVING BEING on connecting paths, forming 15 separating set candidates
      Reduced link strength: 4.0
      Reduced link strength: 0.0
    successful independence test, link (ACT OF BREATHING,LIVING BEING) can be removed by conditioning on [MIND]
  Attempting to separate pair MOOD-SCENT using the 12 neighbors of MOOD and SCENT on connecting paths, forming 12 separating set candidates
      Reduced link strength: 0.0
    successful independence test, link (MOOD,SCENT) can be removed by conditioning on [ACT OF BREATHING]
    successful independence test, link (MOOD,SCENT) can be removed by conditioning on [AIR OR WIND]
    successful independence test, link (MOOD,SCENT) can be removed by conditioning on [HEART]
    successful independence test, link (MOOD,SCENT) can be removed by conditioning on [LIFE]
    successful independence test, link (MOOD,SCENT) can be removed by conditioning on [MIND]
    successful independence test, link (MOOD,SCENT) can be removed by conditioning on [PUFF OF BREATH]
    successful independence test, link (MOOD,SCENT) can be removed by conditioning on [VITAL FORCE]
  Attempting to separate pair INSPIRATION-PUFF OF BREATH using the 16 neighbors of INSPIRATION and PUFF OF BREATH on connecting paths, forming 16 separating set candidates
      Reduced link strength: 4.0
      Reduced link strength: 0.0
    successful independence test, link (INSPIRATION,PUFF OF BREATH) can be removed by conditioning on [AIR OR WIND]
    successful independence test, link (INSPIRATION,PUFF OF BREATH) can be removed by conditioning on [MIND]
    successful independence test, link (INSPIRATION,PUFF OF BREATH) can be removed by conditioning on [SCENT]
  Attempting to separate pair BLOW-HEART using the 15 neighbors of BLOW and HEART on connecting paths, forming 15 separating set candidates
      Reduced link strength: 0.0
    successful independence test, link (BLOW,HEART) can be removed by conditioning on [ACT OF BREATHING]
    successful independence test, link (BLOW,HEART) can be removed by conditioning on [AIR OR WIND]
    successful independence test, link (BLOW,HEART) can be removed by conditioning on [LIFE]
    successful independence test, link (BLOW,HEART) can be removed by conditioning on [MIND]
    successful independence test, link (BLOW,HEART) can be removed by conditioning on [PUFF OF BREATH]
    successful independence test, link (BLOW,HEART) can be removed by conditioning on [VITAL FORCE]
  Attempting to separate pair BLOW (WIND)-LIFE using the 15 neighbors of BLOW (WIND) and LIFE on connecting paths, forming 15 separating set candidates
      Reduced link strength: 0.0
    successful independence test, link (BLOW (WIND),LIFE) can be removed by conditioning on [ACT OF BREATHING]
    successful independence test, link (BLOW (WIND),LIFE) can be removed by conditioning on [MIND]
    successful independence test, link (BLOW (WIND),LIFE) can be removed by conditioning on [PUFF OF BREATH]
    successful independence test, link (BLOW (WIND),LIFE) can be removed by conditioning on [VITAL FORCE]
  Attempting to separate pair BLOW (WIND)-DIVINE BREATH using the 6 neighbors of BLOW (WIND) and DIVINE BREATH on connecting paths, forming 6 separating set candidates
      Reduced link strength: 4.0
  Attempting to separate pair PRIDE-SCENT using the 9 neighbors of PRIDE and SCENT on connecting paths, forming 9 separating set candidates
      Reduced link strength: 0.0
    successful independence test, link (PRIDE,SCENT) can be removed by conditioning on [ACT OF BREATHING]
    successful independence test, link (PRIDE,SCENT) can be removed by conditioning on [AIR OR WIND]
    successful independence test, link (PRIDE,SCENT) can be removed by conditioning on [HEART]
    successful independence test, link (PRIDE,SCENT) can be removed by conditioning on [LIFE]
    successful independence test, link (PRIDE,SCENT) can be removed by conditioning on [MIND]
    successful independence test, link (PRIDE,SCENT) can be removed by conditioning on [PUFF OF BREATH]
    successful independence test, link (PRIDE,SCENT) can be removed by conditioning on [VITAL FORCE]
  Attempting to separate pair BLOW (WIND)-VITAL FORCE using the 17 neighbors of BLOW (WIND) and VITAL FORCE on connecting paths, forming 17 separating set candidates
      Reduced link strength: 0.0
    successful independence test, link (BLOW (WIND),VITAL FORCE) can be removed by conditioning on [ACT OF BREATHING]
    successful independence test, link (BLOW (WIND),VITAL FORCE) can be removed by conditioning on [MIND]
    successful independence test, link (BLOW (WIND),VITAL FORCE) can be removed by conditioning on [PUFF OF BREATH]
  Attempting to separate pair HEART-SELF using the 11 neighbors of HEART and SELF on connecting paths, forming 11 separating set candidates
      Reduced link strength: 0.0
    successful independence test, link (HEART,SELF) can be removed by conditioning on [ACT OF BREATHING]
    successful independence test, link (HEART,SELF) can be removed by conditioning on [AIR OR WIND]
    successful independence test, link (HEART,SELF) can be removed by conditioning on [LIFE]
    successful independence test, link (HEART,SELF) can be removed by conditioning on [MIND]
    successful independence test, link (HEART,SELF) can be removed by conditioning on [MOOD]
    successful independence test, link (HEART,SELF) can be removed by conditioning on [PUFF OF BREATH]
    successful independence test, link (HEART,SELF) can be removed by conditioning on [SOUL]
    successful independence test, link (HEART,SELF) can be removed by conditioning on [VITAL FORCE]
  Attempting to separate pair PAUSE FOR BREATH-VITAL FORCE using the 16 neighbors of PAUSE FOR BREATH and VITAL FORCE on connecting paths, forming 16 separating set candidates
      Reduced link strength: 0.0
    successful independence test, link (PAUSE FOR BREATH,VITAL FORCE) can be removed by conditioning on [ACT OF BREATHING]
    successful independence test, link (PAUSE FOR BREATH,VITAL FORCE) can be removed by conditioning on [PUFF OF BREATH]
  Attempting to separate pair ACT OF BREATHING-SUPERNATURAL BEING using the 17 neighbors of ACT OF BREATHING and SUPERNATURAL BEING on connecting paths, forming 17 separating set candidates
      Reduced link strength: 4.0
      Reduced link strength: 0.0
    successful independence test, link (ACT OF BREATHING,SUPERNATURAL BEING) can be removed by conditioning on [PUFF OF BREATH]
    successful independence test, link (ACT OF BREATHING,SUPERNATURAL BEING) can be removed by conditioning on [VITAL FORCE]
  Attempting to separate pair AIR OR WIND-INSPIRATION using the 13 neighbors of AIR OR WIND and INSPIRATION on connecting paths, forming 13 separating set candidates
      Reduced link strength: 4.0
      Reduced link strength: 0.0
    successful independence test, link (AIR OR WIND,INSPIRATION) can be removed by conditioning on [MIND]
    successful independence test, link (AIR OR WIND,INSPIRATION) can be removed by conditioning on [SCENT]
  Attempting to separate pair INSPIRATION-MIND using the 7 neighbors of INSPIRATION and MIND on connecting paths, forming 7 separating set candidates
      Reduced link strength: 4.0
      Reduced link strength: 0.0
    successful independence test, link (INSPIRATION,MIND) can be removed by conditioning on [SCENT]
  Attempting to separate pair DIVINE BREATH-HEART using the 11 neighbors of DIVINE BREATH and HEART on connecting paths, forming 11 separating set candidates
      Reduced link strength: 4.0
      Reduced link strength: 0.0
    successful independence test, link (DIVINE BREATH,HEART) can be removed by conditioning on [AIR OR WIND]
  Attempting to separate pair BLOW (WIND)-MIND using the 15 neighbors of BLOW (WIND) and MIND on connecting paths, forming 15 separating set candidates
      Reduced link strength: 0.0
    successful independence test, link (BLOW (WIND),MIND) can be removed by conditioning on [ACT OF BREATHING]
    successful independence test, link (BLOW (WIND),MIND) can be removed by conditioning on [PUFF OF BREATH]
  Attempting to separate pair SUPERNATURAL BEING-VITAL FORCE using the 14 neighbors of SUPERNATURAL BEING and VITAL FORCE on connecting paths, forming 14 separating set candidates
      Reduced link strength: 4.0
      Reduced link strength: 0.0
    successful independence test, link (SUPERNATURAL BEING,VITAL FORCE) can be removed by conditioning on [PUFF OF BREATH]
  Attempting to separate pair MOOD-SELF using the 8 neighbors of MOOD and SELF on connecting paths, forming 8 separating set candidates
      Reduced link strength: 0.0
    successful independence test, link (MOOD,SELF) can be removed by conditioning on [ACT OF BREATHING]
    successful independence test, link (MOOD,SELF) can be removed by conditioning on [AIR OR WIND]
    successful independence test, link (MOOD,SELF) can be removed by conditioning on [LIFE]
    successful independence test, link (MOOD,SELF) can be removed by conditioning on [MIND]
    successful independence test, link (MOOD,SELF) can be removed by conditioning on [PUFF OF BREATH]
    successful independence test, link (MOOD,SELF) can be removed by conditioning on [SOUL]
    successful independence test, link (MOOD,SELF) can be removed by conditioning on [VITAL FORCE]
  Attempting to separate pair BLOW (WIND)-PUFF OF BREATH using the 17 neighbors of BLOW (WIND) and PUFF OF BREATH on connecting paths, forming 17 separating set candidates
      Reduced link strength: 0.0
    successful independence test, link (BLOW (WIND),PUFF OF BREATH) can be removed by conditioning on [ACT OF BREATHING]
  Attempting to separate pair AIR OR WIND-DIVINE BREATH using the 2 neighbors of AIR OR WIND and DIVINE BREATH on connecting paths, forming 2 separating set candidates
      Reduced link strength: 4.0
  Attempting to separate pair ACT OF BREATHING-BLOW (WIND) using the 2 neighbors of ACT OF BREATHING and BLOW (WIND) on connecting paths, forming 2 separating set candidates
      Reduced link strength: 4.0
  Attempting to separate pair PAUSE FOR BREATH-SCENT using the 10 neighbors of PAUSE FOR BREATH and SCENT on connecting paths, forming 10 separating set candidates
      Reduced link strength: 0.0
    successful independence test, link (PAUSE FOR BREATH,SCENT) can be removed by conditioning on [ACT OF BREATHING]
    successful independence test, link (PAUSE FOR BREATH,SCENT) can be removed by conditioning on [PUFF OF BREATH]
  Attempting to separate pair MIND-SCENT using the 13 neighbors of MIND and SCENT on connecting paths, forming 13 separating set candidates
